Sr ,Degree 1,Degree 1 SpeCializations,Campus,Key Skills
5039,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5040,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5041,B E ,Mechanical,MITAOE,CATIA
5042,B E ,Mechanical,MITAOE,CATIA
5043,B E ,Mechanical,MITAOE,CATIA
5044,B E ,Mechanical,MITAOE,CATIA
5045,B E ,Mechanical,MITCOE,CATIA
5046,B E ,Mechanical,MITAOE,"CAD,CAM"
5047,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
5048,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
5049,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5050,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5051,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5052,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
5053,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5054,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5055,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5056,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5057,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5058,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5059,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
5060,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
5061,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
5062,B E ,Mechanical,MITAOE,"CAD,CAM"
5063,B E ,Mechanical,MITCOE,"CAD,CAM"
5064,B E ,Mechanical,MITCOE,"CAD,CAM"
5065,B E ,Mechanical,MITCOE,"ProE,CATIA"
5066,B E ,Mechanical,MITCOE,"ProE,CATIA"
5067,B E ,Mechanical,MITAOE,"ProE,CATIA"
5068,B E ,Mechanical,MITCOE,"ProE,CATIA"
5069,B E ,Mechanical,MITCOE,"ProE,CATIA"
5070,B E ,Mechanical,MITAOE,"ProE,CATIA"
5071,B E ,Mechanical,MITCOE,"ProE,CATIA"
5072,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5073,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5074,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5075,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5076,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
5077,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
5078,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
5079,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
5080,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
5081,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
5082,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5083,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5084,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5085,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5086,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5087,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5088,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5089,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5090,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5091,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
5092,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5093,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5094,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5095,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5096,B E ,Mechanical,MITAOE,CATIA
5097,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
5098,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5099,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5100,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
5101,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
5102,B E ,Mechanical,MITCOE,AUTOCAD
5103,B E ,Mechanical,MITCOE,"CAD,CAM"
5104,B E ,Mechanical,MITAOE,AUTOCAD
5105,B E ,Mechanical,MITCOE,"ProE,CATIA"
5106,B E ,Mechanical,MITCOE,"ProE,CATIA"
5107,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
5108,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
5109,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
5110,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
5111,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5112,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5113,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5114,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5115,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5116,B E ,Computer Science  Engineering,MITAOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
5117,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5118,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5119,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5120,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5121,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5122,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
5123,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5124,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5125,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5126,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5127,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5128,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5129,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5130,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5131,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5132,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
5133,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, C "
5134,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
5135,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
5136,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
5137,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
5138,B E ,Computer Science  Engineering,MITAOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
5139,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5140,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5141,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5142,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5143,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5144,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
5145,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5146,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5147,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5148,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5149,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
5150,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
5151,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
5152,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5153,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5154,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5155,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5156,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5157,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
5158,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
5159,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
5160,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
5161,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
5162,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
5163,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
5164,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
5165,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5166,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5167,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5168,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5169,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5170,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5171,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5172,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5173,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5174,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5175,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
5176,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5177,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5178,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5179,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5180,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5181,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
5182,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
5183,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5184,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5185,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5186,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5187,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5188,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5189,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5190,B E ,Mechanical,MITAOE,CATIA
5191,B E ,Mechanical,MITCOE,CATIA
5192,B E ,Mechanical,MITCOE,CATIA
5193,B E ,Mechanical,MITCOE,AUTOCAD
5194,B E ,Mechanical,MITCOE,AUTOCAD
5195,B E ,Mechanical,MITAOE,AUTOCAD
5196,B E ,Mechanical,MITCOE,AUTOCAD
5197,B E ,Mechanical,MITCOE,"CAD,CAM"
5198,B E ,Mechanical,MITCOE,"CAD,CAM"
5199,B E ,Mechanical,MITCOE,"CAD,CAM"
5200,B E ,Mechanical,MITCOE,"CAD,CAM"
5201,B E ,Mechanical,MITCOE,"CAD,CAM"
5202,B E ,Mechanical,MITCOE,"ProE,CATIA"
5203,B E ,Mechanical,MITCOE,"ProE,CATIA"
5204,B E ,Mechanical,MITAOE,"ProE,CATIA"
5205,B E ,Mechanical,MITAOE,"ProE,CATIA"
5206,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
5207,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
5208,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
5209,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
5210,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
5211,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5212,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5213,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5214,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5215,B E ,Mechanical,MITAOE,CATIA
5216,B E ,Mechanical,MITAOE,CATIA
5217,B E ,Mechanical,MITCOE,CATIA
5218,B E ,Mechanical,MITCOE,"CAD,CAM"
5219,B E ,Mechanical,MITCOE,AUTOCAD
5220,B E ,Mechanical,MITAOE,AUTOCAD
5221,B E ,Mechanical,MITCOE,"CAD,CAM"
5222,B E ,Mechanical,MITCOE,"CAD,CAM"
5223,B E ,Mechanical,MITAOE,AUTOCAD
5224,B E ,Mechanical,MITCOE,AUTOCAD
5225,B E ,Mechanical,MITAOE,AUTOCAD
5226,B E ,Mechanical,MITCOE,AUTOCAD
5227,B E ,Mechanical,MITCOE,AUTOCAD
5228,B E ,Mechanical,MITCOE,AUTOCAD
5229,B E ,Mechanical,MITCOE,"ProE,CATIA"
5230,B E ,Mechanical,MITAOE,"ProE,CATIA"
5231,B E ,Mechanical,MITAOE,"ProE,CATIA"
5232,B E ,Mechanical,MITAOE,"ProE,CATIA"
5233,B E ,Mechanical,MITCOE,"ProE,CATIA"
5234,B E ,Mechanical,MITAOE,"ProE,CATIA"
5235,B E ,Mechanical,MITCOE,"ProE,CATIA"
5236,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5237,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5238,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5239,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5240,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5241,B E ,Mechanical,MITCOE,"ProE,CATIA"
5242,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5243,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5244,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5245,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5246,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5247,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
5248,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5249,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5250,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5251,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5252,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5253,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
5254,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5255,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5256,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
5257,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5258,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5259,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5260,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5261,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
5262,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
5263,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
5264,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
5265,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
5266,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
5267,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
5268,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
5269,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
5270,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
5271,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5272,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5273,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5274,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5275,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5276,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5277,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5278,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
5279,B E ,Mechanical,MITAOE,CATIA
5280,B E ,Mechanical,MITCOE,CATIA
5281,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
5282,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5283,B E ,Electronics  Telecommunication Engineering,MITCOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5284,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5285,B E ,Electronics  Telecommunication Engineering,MITCOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5286,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5287,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5288,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5289,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5290,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, C "
5291,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5292,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
5293,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5294,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5295,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
5296,B E ,Mechanical,MITCOE,CATIA
5297,B E ,Mechanical,MITCOE,CATIA
5298,B E ,Mechanical,MITCOE,CATIA
5299,B E ,Mechanical,MITAOE,"CAD,CAM"
5300,B E ,Mechanical,MITCOE,AUTOCAD
5301,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
5302,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
5303,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
5304,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
5305,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5306,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5307,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
5308,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5309,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
5310,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
5311,B E ,Mechanical,MITAOE,AUTOCAD
5312,B E ,Mechanical,MITCOE,"CAD,CAM"
5313,B E ,Mechanical,MITCOE,"ProE,CATIA"
5314,B E ,Mechanical,MITCOE,"ProE,CATIA"
5315,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5316,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5317,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5318,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5319,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
5320,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
5321,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
5322,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
5323,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
